"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"PUUCUUS",197305,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197306,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197307,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197308,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197309,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197310,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197311,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197312,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197313,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197401,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197402,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197403,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197404,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197405,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197406,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197407,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197408,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197409,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197410,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197411,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197412,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197413,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197501,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197502,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197503,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197504,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197505,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197506,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197507,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197508,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197509,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197510,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197511,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197512,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197513,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197601,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197602,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197603,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197604,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197605,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197606,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197607,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197608,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197609,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197610,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197611,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197612,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197613,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197701,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197702,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197703,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197704,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197705,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197706,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197707,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197708,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197709,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197710,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197711,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197712,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197713,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197801,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197802,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197803,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197804,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197805,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197806,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197807,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197808,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197809,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197810,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197811,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197812,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197813,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197901,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197902,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197903,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197904,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197905,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197906,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197907,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197908,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197909,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197910,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197911,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197912,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",197913,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198001,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198002,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198003,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198004,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198005,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198006,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198007,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198008,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198009,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198010,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198011,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198012,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198013,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198101,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198102,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198103,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198104,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198105,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198106,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198107,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198108,9999999.999999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198109,1.471,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198110,1.47,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198111,1.47,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198112,1.468,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198113,1.47,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198201,1.466,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198202,1.448,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198203,1.408,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198204,1.351,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198205,1.355,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198206,1.418,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198207,1.443,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198208,1.439,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198209,1.429,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198210,1.421,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198211,1.412,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198212,1.394,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198213,1.415,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198301,1.376,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198302,1.338,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198303,1.308,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198304,1.36,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198305,1.397,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198306,1.411,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198307,1.421,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198308,1.419,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198309,1.41,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198310,1.395,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198311,1.384,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198312,1.376,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198313,1.383,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198401,1.369,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198402,1.361,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198403,1.362,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198404,1.375,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198405,1.38,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198406,1.377,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198407,1.37,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198408,1.355,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198409,1.36,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198410,1.365,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198411,1.364,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198412,1.354,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198413,1.366,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198501,1.304,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198502,1.29,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198503,1.31,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198504,1.34,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198505,1.36,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198506,1.371,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198507,1.367,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198508,1.359,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198509,1.349,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198510,1.342,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198511,1.339,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198512,1.344,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198513,1.34,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198601,1.336,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198602,1.282,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198603,1.16,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198604,1.061,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198605,1.075,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198606,1.1,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198607,1.045,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198608,0.999,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198609,1.01,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198610,0.987,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198611,0.98,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198612,0.984,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198613,1.085,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198701,1.007,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198702,1.047,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198703,1.052,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198704,1.073,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198705,1.079,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198706,1.098,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198707,1.115,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198708,1.139,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198709,1.136,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198710,1.128,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198711,1.125,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198712,1.119,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198713,1.093,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198801,1.095,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198802,1.082,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198803,1.074,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198804,1.088,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198805,1.105,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198806,1.111,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198807,1.123,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198808,1.138,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198809,1.13,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198810,1.119,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198811,1.116,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198812,1.101,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198813,1.107,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198901,1.091,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198902,1.1,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198903,1.115,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198904,1.221,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198905,1.278,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198906,1.278,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198907,1.264,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198908,1.233,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"PUUCUUS",198909,1.213,3,"Unleaded Premium Gasoline,  U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
